smiles,pka_acidic,group
CN1Cc2[nH]cnc2N(C)C1=O,11.25,None
Fc1ccc(NC=S)cc1,11.25,None
COc1cccc(OC)c1-c1nc2ncccc2[nH]1,11.26,None
COc1ccc(C(=S)Nc2ccccc2)cc1,11.27,None
CNc1nc(C)nc2[nH]ncc12,11.27,None
Cc1nn(-c2ccccc2)c(O)c1C,11.3,None
ON=C(c1ccccc1)c1ccccc1,11.3,None
NNC(=O)CF,11.3,None
O=C1[N-]C(=S)NC(=O)C1C1C=CCCC1,11.31,None
CCC(C(C)=O)C(C)=O,11.33,None
NC(=NO)C(N)=NO,11.34,None
CN(C)c1ccc(C=NO)cc1,11.34,None
CCOC(C)=NO,11.37,None
Cc1n[nH]c(O)c1-c1ccccc1,11.4,None
Cc1ccc(S(=O)(=O)NC(CC(N)=O)C(=O)[O-])cc1,11.4,None
Oc1c2c(nn1-c1ccccc1)CCCC2,11.4,None
CCCc1c(C)nn(-c2ccccc2)c1O,11.4,None
CC(C)N(Cc1ccccc1O)C(C)C,11.4,None
CN1CC(=O)NC1=O,11.4,None
CNc1nc(SC)nc2[nH]ncc12,11.4,None
O=C([O-])CNS(=O)(=O)c1ccccc1,11.4,None
Oc1cc(-c2ccccc2)n[nH]1,11.4,None
CCCC(C)C1C(=O)NC(=S)N=C1[O-],11.41,None
CC(=NO)C(=O)[O-],11.43,None
OCc1nc2cc(Cl)ccc2[nH]1,11.46,None
CN(C)Cc1cc(C(C)(C)C)ccc1O,11.48,None
CN(C)Cc1cc(CC(C)(C)C)ccc1O,11.48,None
CN(C)Cc1cc(OCc2ccccc2)ccc1O,11.48,None
CCc1c(C)nn(-c2ccccc2)c1O,11.5,None
Cc1ccc(C(=S)Nc2ccccc2)cc1,11.5,None
CC(=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)C(=O)[O-],11.5,None
NNC(=O)c1cccnc1,11.5,None
Cc1ccc2[nH]c(CO)nc2c1,11.5,None
O=C1NCc2[nH]cnc2N1,11.52,None
CCNC(=S)OC(C)C,11.52,None
Cc1cccc(NC=S)c1,11.55,None
CC(=O)c1cc(C)c(C)cc1O,11.56,None
CNC(=S)OC(C)C,11.56,None
Cc1nn(-c2ccccc2)c(O)c1C(C)C,11.6,None
Cc1nn(-c2ccccc2)c(O)c1C1CCCCC1,11.6,None
Nc1nc([S-])c2[nH]cnc2n1,11.6,None
[O-]c1ncncc1O,11.61,None
Oc1nc2cc3ccccc3cc2[nH]1,11.62,None
Cc1ccc(NC=S)cc1,11.64,None
O=C(c1ccc([N+](=O)[O-])cc1)c1cc[nH]n1,11.68,None
COc1cnccc1C(O)O,11.7,None
COc1ccc(NC=S)cc1,11.74,None
CN(C)c1cccc(NC=S)c1,11.78,None
Cc1ccc(S(=O)(=O)NC(CCC(N)=O)C(=O)[O-])cc1,11.8,None
OC(c1ccncc1)(c1ccncc1)c1ccncc1,11.8,None
CCOO,11.8,None
CC(=O)C(C)C(=O)C(C)C,11.8,None
CCOC(=O)C(Cc1ccccc1)C(C)=O,11.81,None
CC(C)(C)c1cc(C=CCl)cc(C(C)(C)C)c1O,11.82,None
NNC(=O)c1ccccn1,11.84,None
NC(=S)c1ccc([N+](=O)[O-])cc1,11.84,None
COc1ccc(NC(=S)c2ccc(OC)cc2)cc1,11.85,None
CC(=O)c1cc[nH]n1,11.85,None
CN1CCC(=O)NC1=O,11.86,None
CCOC(=O)C(Cc1cccc(C)c1)C(C)=O,11.87,None
CCOC(=O)C(Cc1ccc(C)cc1)C(C)=O,11.88,None
CNC(=N)CCNS(=O)(=O)c1ccc(C)cc1,11.9,None
Cc1nn(-c2ccccc2)c(O)c1-c1ccccc1,11.9,None
O=C1Nc2ccccc2C1=O,11.9,None
CCOC(=O)C1CCCCC1=O,11.9,None
C=C(C)C1=C(O)CC(C)CC1,11.95,None
COc1ccc(NC(C)=S)cc1,11.96,None
O=C(c1ccccc1)c1cc[nH]n1,11.97,None
OCCC[n+]1cc(Br)c2ccccc2c1,11.99,None
NC(=S)Nc1cccc(Cl)c1,12,None
Cc1ccc(C(=O)c2cc[nH]n2)cc1,12.02,None
COc1cc(S(C)=O)ccc1-c1nc2[nH]ncc2[nH]1,12.02,None
c1ccc(-c2nc3ccccc3[nH]2)nc1,12.05,None
OCc1nc2ccccc2[nH]1,12.09,None
CC(C)OO,12.1,None
[O-]c1ncnc2nc[nH]c12,12.1,None
CC(=O)c1cccc(NC(N)=S)c1,12.1,None
NC(=O)c1ccccn1,8.9,None
CCSC(C)(O)O,12.13,None
COCC(=O)NN,12.14,None
S=C(NCc1ccccc1)c1ccccc1,12.16,None
CCc1c(O)nn(-c2ccccc2C(=O)[O-])c1C,12.2,None
Oc1cc(-c2ccccc2)nn1-c1ccccc1,12.2,None
OC(O)c1ccncc1,12.2,None
Oc1nc2cc3c(cc2[nH]1)CCCC3,12.21,None
CCc1c(O)nn(-c2ccccc2)c1C,12.3,None
COc1cc(C(N)=O)ccc1-c1nc2nn(C)cc2[nH]1,12.3,None
CCOC(=O)c1ccccc1-n1nc(O)cc1C,12.3,None
Cc1nc2c(N)cccc2[nH]1,12.3,None
S=CNCc1ccccc1,12.3,None
Cc1cc(C(F)(F)F)n[nH]1,12.33,None
CCOC(=O)c1ccccc1-n1nc(O)c(CC)c1C,12.4,None
Cc1cc(O)nn1-c1ccccc1C(=O)N1CCCCC1,12.4,None
CO[n+]1ccccc1N,12.4,None
OC(O)c1ccccc1,12.43,None
NNC(=O)c1ccccc1,12.45,None
NNC(=O)c1cccc(N)c1,12.45,None
NC(=S)c1ccc(Br)cc1,12.46,None
O=C([O-])c1ccccc1-n1nc(O)cc1-c1ccccc1,12.5,None
c1ccc2cc3[nH]cnc3cc2c1,12.52,None
c1ccc2c(c1)ccc1nc[nH]c12,12.54,None
CC1=NCCc2c1[nH]c1ccc([N+](=O)[O-])cc21,12.55,None
Nc1ccc(C(=O)[O-])c2ncccc12,12.58,None
c1ccc(-c2c[nH]c(-c3ccccc3)n2)cc1,12.6,None
c1ccc2[nH]cnc2c1,12.63,None
S=C(N=Nc1ccc2ccccc2c1)NNc1ccc2ccccc2c1,12.68,None
Brc1cn[nH]c1,12.69,None
CCOC(=O)C(CC)C(C)=O,12.74,None
Nc1nc2cc3ccccc3cc2[nH]1,12.8,None
CC(C)(C)OO,12.8,None
CC(C)CNC=S,12.8,None
CCC(CC(C)C)OO,12.8,None
NNC(=O)c1ccccc1N,12.8,None
NCc1nc2ccccc2[nH]1,12.8,None
OCO,12.83,None
OC(c1ccccc1)c1ccccn1,12.85,None
CCc1nc2cc3ccccc3cc2[nH]1,12.9,None
Oc1cc(-c2ccccc2)n(-c2ccccc2)n1,12.9,None
COc1cccnc1C(O)O,12.95,None
CSc1nc2cc3c(cc2[nH]1)CCCC3,13,None
CC(=S)NCc1ccccc1,13,None
O=C(NCO)c1ccccc1,13.05,None
OCC[n+]1cc(Br)c2ccccc2c1,13.08,None
O=C([O-])CCc1nc2ccccc2[nH]1,13.1,None
CCOC(=O)Cc1nc2ccccc2[nH]1,13.1,None
OC(c1ccncc1)(c1ccccn1)c1ccccn1,13.13,None
N#CCC[n+]1cccc(C(N)=O)c1,13.16,None
OCC(Cl)Cl,13.18,None
C#CCO,13.28,None
N#CCC[n+]1ccc(C(N)=O)cc1,13.3,None
O=C1CC(Sc2ccccc2)N1,13.33,None
Cc1ccc(SC2CC(=O)N2)cc1,13.45,None
Nc1ccccc1[N+](=O)[O-],13.45,None
c1ccc(-c2c[nH]cn2)cc1,13.48,None
[O-][N+]([O-])=C(CO)CO,13.5,None
C[n+]1c(N)ccnc1[O-],13.5,None
c1ccc(-c2cn[nH]c2)cc1,13.64,None
CC1=NN(c2ccccc2)C(=O)C1=Cc1c(C)nn(-c2ccccc2)c1O,13.8,None
NC(=O)Nc1ccc([N+](=O)[O-])cc1,14,None
OCCO,14.04,None
c1cn[nH]c1,14.18,None
COCCSC(C)O,14.21,None
Nc1ccc2cn[nH]c2c1,14.3,None
OCCCl,14.37,None
c1c[nH]cn1,14.47,None
Cc1nccc2c1[nH]c1ccccc12,14.5,None
COc1ccc2[nH]c3c(C)nccc3c2c1,14.56,None
CC(C)(C)C(=O)NC(O)C(Cl)(Cl)Cl,14.65,None
Cc1cc2nc3ccc(N(C)C)cc3nc2cc1N,14.68,None
COCCO,14.88,None
CC1=NCCc2c1[nH]c1ccccc21,14.9,None
Cc1cc(C)[nH]n1,15,None
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,15.34,None
CO,15.52,None
CCCCO,15.58,None
COc1ccc2c3c([nH]c2c1)C(C)NCC3,15.6,None
Cn1c(CO)nc2ccccc21,15.84,None
CC1NCCc2c1[nH]c1ccc(N)cc21,16,None
CC(C)O,16.14,None
c1cc[nH]c1,16.5,None
CC(C)(C)O,17.03,None
Nc1ccncn1,18.4,None
Nc1ncccn1,20.5,None
Cc1cccc(S(=O)(=O)O)c1,-6.56,None
Sc1[nH+]ccc2ccccc12,-1.9,None
Oc1[nH]c2ccccc2[nH+]1,-1.7,None
Oc1cnc2ccccc2[nH+]1,-1.37,None
[O-]c1[nH+]c(O)c(Br)c[n+]1C1OC(CO)C(O)C1O,-0.9,None
O=C(O)c1cc[n+](O)cc1,-0.48,None
Oc1cncc[nH+]1,-0.1,None
O=C(O)Cc1[nH]c2ccccc2[nH+]1,0.2,None
Oc1ccc2ccccc2[nH+]1,0.31,None
CC(C)CNC(O)=S,0.38,None
CCCNC(O)=S,0.52,None
Oc1cccc[nH+]1,0.75,None
N#CS,0.85,None
CC(O)=C(C#N)C#N,1,None
Cc1ccc[n+](O)c1,1.08,None
CCOc1cccc[n+]1O,1.18,None
COc1cccc[n+]1O,1.23,None
NC1=[NH+]C2CC(N1)[NH2+]C2C(=O)O,1.3,None
Cc1cc(C)c(C(=O)C(=O)O)c(C)c1,1.34,None
O=C(O)c1c(Br)cccc1[N+](=O)[O-],1.37,None
N#Cc1ccc(C(=O)S)cc1,1.42,None
Cc1ccccc1S(=O)O,1.47,None
Cc1c(Cc2c(C)n(C)[n+](-c3ccccc3)c2O)c(=O)n(-c2ccccc2)n1C,1.51,None
O=C(O)C1CSC[NH2+]1,1.58,None
O=C1COC(=O)C1[N+](=O)[O-],1.68,None
Cc1nc(N)cc(O)[nH+]1,1.7,None
C[n+]1cc(O)ccn1,1.74,None
CCOC(=S)S,1.79,None
O=[N+]([O-])c1ccc(S(=O)O)cc1,1.86,None
O=C(O)C#CCl,1.89,None
O=C(O)CSc1[nH]c2cc3ccccc3cc2[nH+]1,1.9,None
C[n+]1ccc(O)nc1,1.91,None
CC#CC#CC(=O)O,1.94,None
O=C(O)c1ccc([N+](=O)[O-])cc1Cl,1.96,None
O[n+]1ccc(OCc2ccccc2)cc1,1.99,None
O=C(O)C#CI,2,None
C[N+]1(CC(=O)O)CCCCC1,2.01,None
O=C(O)c1ccc[nH+]c1,2.03,None
CC1(C)NC(C)(C)[N+](O)=C1c1ccccc1,2.06,None
[NH3+]c1ccccc1C(=O)O,3.59,None
O=C(O)C#CSc1ccccc1,2.11,None
O=C1COC(=O)C1Cl,2.13,None
O=C(C1=C(O)C(=O)c2ccccc2C1=O)c1ccccc1,2.17,None
C[NH2+]C(C)(C)C(=O)O,2.2,None
C[Si](C)(C)C#CC(=O)O,2.21,None
O=S(O)CCCCc1ccccc1,2.23,None
O=C(O)c1ccccc1[N+](=O)[O-],2.23,None
O=C(O)c1c(O)cccc1[N+](=O)[O-],2.24,None
O=C(O)C#Cc1ccccc1,2.26,None
C[n+]1cccc(S)c1,2.27,None
CCC([NH3+])C(=O)O,2.29,None
CC(C)S(=O)O,2.3,None
NC(=O)C(N)C(O)C(=O)O,2.31,None
COc1ccc(-c2c(O)c2=O)cc1,2.33,None
CC(C)C[NH2+]CC(=O)O,2.35,None
N#CC(C(=O)O)C1CCCCC1,2.37,None
CC(=O)C(=O)O,2.39,None
CCC=CCC1=[NH+]C(C(=O)O)C2SC(C)(C)C(C(=O)O)N12,2.4,None
[NH3+]C(Cc1c[nH]c[nH+]1)C(=O)NCC(=O)O,2.4,None
O=C(O)C(F)c1ccccc1,2.45,None
NC(=O)NOCCC([NH3+])C(=O)O,2.5,None
O=P1(O)CCCC1,2.51,None
C=C(F)C(=O)O,2.55,None
Oc1cc[n+](OCc2ccccc2)cc1,2.58,None
NC(=O)NOCC(=O)O,2.6,None
CCCCC#CC(=O)O,2.61,None
CC#CC(=O)O,2.63,None
CCCCCCCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.66,None
CC=CC#CC(=O)O,2.67,None
O=C(O)C(=O)Cc1ccccc1,2.68,None
O=C1CS(=O)(=O)NC(=O)N1,2.7,None
Cc1cccc(Br)c1C(=O)O,2.71,None
CC([NH3+])C(=O)NC(Cc1c[nH]c[nH+]1)C(=O)O,2.73,None
Fc1cc(F)c(F)c(S)c1F,2.75,None
O=C(O)c1nsc2ccccc12,2.76,None
COc1ccc(C(=O)S)cc1,2.79,None
CC1(C)CCC(C(=O)O)=[N+]1[O-],2.8,None
Cn1nnnc1CC(=O)O,2.83,None
O=C(O)CBr,2.84,None
O=C(O)CCl,2.85,None
CC1CC(C(=O)O)=[N+]([O-])C1(C)C,2.85,None
CCN(c1nnn[nH]1)[N+](=O)[O-],2.86,None
CN(c1nnn[nH]1)[N+](=O)[O-],2.88,None
O=C(O)c1ccccc1-c1nnn[nH]1,2.9,None
Nc1c(C(=O)O)[nH+]cn1C1OC(CO)C(O)C1O,2.9,None
Cc1cc([N+](=O)[O-])ccc1C(=O)O,2.91,None
O=C(O)c1ccccc1I,2.93,None
O=C(O)c1ccc[n+]([O-])c1,2.95,None
[NH3+]CCCCCCNC(=S)S,2.95,None
O=C(O)c1cnc(Br)s1,2.96,None
CC(C)(Cl)C(=O)O,2.97,None
O=C(O)C(O)c1ccc([N+](=O)[O-])cc1,2.99,None
O=C(O)C1OC(Oc2ccc3ccc[nH+]c3c2)C(O)C(O)C1O,3,None
O=C(O)c1cccnn1,3,None
Cc1ccc(Br)c(C(=O)O)c1,3,None
O=C(O)C1OC(Oc2ccc(Br)cc2)C(O)C(O)C1O,3.02,None
CC([NH3+])C(=O)N1CCCC1C(=O)O,3.04,None
CC(=O)c1cc([N+](=O)[O-])ccc1C(=O)O,3.06,None
CCCCC(CC)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,3.08,None
CNc1cc[nH+]c(S)n1,3.09,None
CC1=C(C)C(=C(C)C(=O)O)CC1=O,3.1,None
O=C(O)C1OC(Oc2ccc(-c3ccccc3)cc2)C(O)C(O)C1O,3.1,None
CC(=O)NS(=O)(=O)c1ccsc1C(=O)O,3.1,None
CC(=O)NS(=O)(=O)c1ccccc1C(=O)O,3.1,None
CN(c1nc([N+](=O)[O-])n[nH]1)[N+](=O)[O-],3.12,None
O=C(O)c1cc([N+](=O)[O-])ccc1CO,3.14,None
O=C(O)C(O)c1ccccc1[N+](=O)[O-],3.15,None
O=C(O)C1CCCN1C(=O)C1CCC[NH2+]1,3.16,None
Cc1ccc([N+](=O)[O-])cc1C(=O)O,3.17,None
Cc1cccc(OCC(=O)O)c1,3.18,None
CC1CCn2nnnc2C(C(=O)O)C1,3.2,None
O=C(O)CSc1ccc([N+](=O)[O-])cc1,3.2,None
CC(=O)N1CCCC1C(=O)O,3.21,None
O=C(O)c1cc([N+](=O)[O-])ccc1Sc1ccccc1,3.22,None
CCCCP(=O)(O)CCCC,3.22,None
Cc1cccc(C)c1C(=O)O,4.88,None
O=C(O)c1ccc(Br)c([N+](=O)[O-])c1,3.24,None
O=C(O)C1Cc2ccccc2O1,2.84,None
Cc1c(I)cccc1C(=O)O,3.26,None
O=C(O)C1OC(Oc2ccc(I)cc2)C(O)C(O)C1O,3.28,None
O=C(O)c1cc(-c2ccccc2)oc(=O)c1,3.3,None
NS(=O)(=O)c1ccsc1C(=O)O,3.3,None
C#CCC(=O)O,3.31,None
Cc1cccc(C)c1OCC(=O)O,3.36,None
O=C(O)c1ccc(F)c([N+](=O)[O-])c1,3.37,None
C=C(OC)C(=O)O,3.38,None
O=C1NC(=O)C(c2ccccc2)C1=O,3.4,None
O=C(O)C1CCCCn2nnnc21,3.4,None
O=C(O)C=C(I)c1ccccc1,3.4,None
COc1csc(C(=O)O)c1,3.41,None
Cc1cc(C)c(C)c(C(=O)O)c1C,3.43,None
Cc1cc([N+](=O)[O-])cc2c1nnn2O,3.43,None
N#CCC(C(=O)O)c1ccccc1,3.44,None
c1cc(-c2nnn[nH]2)ccc1-c1nnn[nH]1,3.44,None
N#Cc1cccc(-c2nnn[nH]2)c1,3.45,None
O=C(O)C[Se]c1ccc([N+](=O)[O-])cc1,3.46,None
COc1ccc(C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)cc1OC,3.47,None
CN(C)C(=O)n1nc(C(C)(C)C)nc1SCC(=O)O,3.49,None
CC12CC(C(=O)O)OC(=O)C1CCC1(C)C2C2CCC1(O)C(=O)O2,3.5,None
CCOC(=O)C1CC(=O)NC1C(=O)O,3.5,None
CCOc1cccc(C)c1C(=O)O,3.51,None
Cc1cccc(SCC(=O)O)c1,3.52,None
CC(C[NH3+])C(=O)O,3.53,None
CC(O)(C(=O)O)c1ccccc1,3.53,None
Nc1nc(O)[n+](C2CC(O)C(CO)O2)cc1CO,3.55,None
N#Cc1ccccc1-c1nnn[nH]1,3.55,None
CCCCCCCCCC[NH2+]CCC(=O)O,3.57,None
CCCC[NH2+]CCC(=O)O,3.57,None
Cc1c(Cn2cc[nH+]c2)sc2cc(C(=O)O)ccc12,3.59,None
[NH3+]Cc1ccc(C(=O)O)cc1,3.59,None
NC(=O)CC(=O)O,3.61,None
NS(=O)(=O)c1cccc(C(=O)O)c1,3.61,None
O=C(O)C1CCCc2ccccc2O1,3.63,None
Cc1ccc(C(=O)c2ccccc2C(=O)O)cc1,3.64,None
O=C(O)C(c1ccc(-c2ccccc2)cc1)C1(O)CCCC1,3.65,None
Cc1csc(C(=O)O)c1,3.66,None
Clc1ccccc1-c1nnn[nH]1,3.69,None
CC(C(=O)O)C(C#N)c1ccccc1,3.7,None
CCOCCn1c(N2CCC[NH+](CCCCn3cc(C(=O)O)cn3)CC2)[nH+]c2ccccc21,3.7,None
O=Cc1cccnc1C(=O)O,3.7,None
O=C(O)C=Cc1cccc(Cl)c1,3.71,None
CC(=O)c1ccc(C(=O)O)cc1,3.72,None
Cc1cccc(C(=O)O)c1C,3.73,None
NC(=O)c1ccccc1C(=O)O,3.75,None
CC(C)(C)c1ccc(SCC(=O)O)cc1,3.76,None
CC(O)C(=O)O,3.76,None
CCCSCC(=O)O,3.77,None
Cc1cccc([Se]CC(=O)O)c1,3.78,None
CCc1ccccc1C(=O)O,3.79,None
Cc1ccc(S(=O)(=O)NC(=O)OCc2ccc([N+](=O)[O-])cc2)cc1,3.8,None
O=C1NC(C(=O)O)CC1O,3.8,None
CCCCSCC(=O)O,3.81,None
Brc1cccc(-c2nnn[nH]2)c1,3.82,None
O=C(O)c1cccc(I)c1,3.83,None
O=C(O)c1ccccc1CO,3.84,None
Sc1nnco1,3.85,None
CCOc1ccc(C)c(C(=O)O)c1,3.86,None
Cc1ccc([Se]CC(=O)O)cc1,3.86,None
O=C(O)C1c2ccccc2Oc2ccccc21,3.89,None
O=C(O)c1ccc2sc(Cn3cc[nH+]c3)cc2c1,3.9,None
O=S(=O)(Nc1ccc(Cl)cc1)C(F)(F)F,3.9,None
Cc1c(Cn2cc[nH+]c2)oc2ccc(C(=O)O)cc12,3.91,None
Cc1ccccc1C(=O)O,3.92,None
O=C(O)C1OC(Oc2ccc3oc4cccc(O)c4c(=O)c3c2)C(O)C(O)C1O,3.94,None
O=C(O)c1cccc(Oc2ccccc2)c1,3.95,None
C=C=CC(=O)O,3.96,None
On1nnc2ccc(Br)cc21,3.97,None
N#CCCC(=O)O,3.98,None
CC(C#N)(CC(=O)O)c1ccccc1,3.99,None
O=C(O)c1ccc(I)cc1,3.99,None
Cc1nonc1NS(=O)(=O)c1ccc(N)cc1,4,None
Nc1ccc(S(=O)(=O)Nc2ccc(C(=O)O)cc2)cc1,4.02,None
O=C(O)c1ccsc1,4.03,None
CC(C)(O)C(=O)O,4.04,None
COc1ccccc1C(=O)O,4.05,None
COc1cccc(C(=O)O)c1,4.06,None
O=C(O)Cc1ccsc1,4.07,None
CCC(P)C(=O)O,4.08,None
N#CCc1ccc(C(=O)O)cc1,4.09,None
O=C(O)c1ccc2[nH]ccc2c1,4.1,None
C[n+]1cccc2cc(S)ccc21,4.12,None
O=C(O)c1ccc(CCl)cc1,4.13,None
[NH3+]CCCCC#CC#CCCC(=O)O,4.15,None
N#CC(C#N)=NNc1ccc([N+](=O)[O-])cc1Cl,4.15,None
O=C(O)C1=C(CO)CC1,4.16,None
CCOc1cccc(C(=O)O)c1,4.17,None
O=C(O)C1(O)CCCCC1,4.18,None
CCOc1ccccc1C(=O)O,4.18,None
CC(=O)C1CC1C(=O)O,4.19,None
O=C(O)c1ccc2ccccc2c1,4.2,None
C#CCCC(=O)O,4.2,None
O=[N+]([O-])c1n[nH]c(Oc2ccccc2)n1,4.2,None
CC(O)C(C(=O)O)c1ccc(C2CCCCC2)cc1,4.21,None
CC(C)=CCC1=C(O)C(O)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1O,4.22,None
COc1ccc(-c2nnn[nH]2)cc1,4.23,None
CC(C)Oc1ccccc1C(=O)O,4.24,None
Cc1ccc(C(O)C(C(=O)O)c2ccc(-c3ccccc3)cc2)cc1,4.24,None
CCCCOc1cccc(C(=O)O)c1,4.25,None
O=C(O)C=Cc1cccs1,4.25,None
CC(C)c1cccc(C(=O)O)c1,4.27,None
O=C(O)c1cccc(C2CC2)c1,4.28,None
Cc1cccc(C(=O)O)c1,4.88,None
O=C(O)C=Cc1ccco1,4.29,None
CC(C)N(C(=S)S)C(C)C,4.3,None
COCC1=C(C(=O)O)CC1,4.31,None
O=C1CSCC(=O)C1,4.34,None
O=C(O)c1ccc[nH]1,4.35,None
O=C(O)CCC1NC(=O)CNC1=O,4.36,None
COc1ccc(CC(=O)O)cc1,4.36,None
COc1cccc(C=CC(=O)O)c1,4.38,None
O=C(O)CC1CCCCO1,4.39,None
CC(C)C([NH2+]c1ccccc1)C(=O)O,4.4,None
Cc1nc(NS(=O)(=O)c2ccc(N)cc2)no1,4.4,None
O=C(O)C=Cc1cccc(O)c1,4.4,None
Cc1cccc(C=CC(=O)O)c1,4.44,None
[NH3+]CCCCCCC(=O)O,4.44,None
O=C(O)C1CC1c1ccc([N+](=O)[O-])cc1,4.45,None
O=C(O)CCc1ccsc1,4.45,None
O=Cc1cc(Br)cc([N+](=O)[O-])c1O,4.46,None
CC(C)COc1ccc(C(=O)O)cc1,4.48,None
Cc1ccccc1C=CC(=O)O,4.5,None
O=C1CCC(=O)C1,4.5,None
O=C(C=C([70SH])c1ccccc1)Nc1ccccc1,4.51,None
CCC=CCC(=O)O,4.52,None
CCOc1ccc(C(=O)O)c(C)c1,4.54,None
O=C(O)CCCc1cccs1,4.54,None
Cc1coc(C)c1C(=O)O,4.55,None
CC(C)Oc1ccc(C(=O)O)cc1,4.57,None
Cc1cc2nnn(O)c2cc1Cl,4.57,None
CC=C=CC(C)(C)C(=O)O,4.58,None
CC(CC(=O)O)C(N)=O,4.59,None
C=C(C)C1CN(C(C)=O)C(C(=O)OC)C1CC(=O)O,4.6,None
CC(C)=CCC(=O)O,4.6,None
CC(=O)C(C=O)C(C)=O,4.6,None
CCCOc1ccc(C(=O)O)cc1,4.63,None
N#CC(CCCC(=O)O)c1ccccc1,4.64,None
COc1cccc(CCC(=O)O)c1,4.65,None
CC1(C)N=C(C(=O)CC(=O)C(F)(F)F)C(C)(C)N1O,4.66,None
Nc1n[nH]c(N)c1N=Nc1ccc(C(=O)O)cc1,4.68,None
CCC=CC(=O)O,4.69,None
CC(=O)O,4.7,None
N#CC(C#N)=NNc1c(Cl)cccc1Cl,4.7,None
CC=CCCC(=O)O,4.72,None
N#CC(CCCCC(=O)O)c1ccccc1,4.75,None
O=C(O)CCCc1ccccc1,4.95,None
NC(=O)C(CCCCC(=O)O)c1ccccc1,4.79,None
Nc1[nH]cc(O)[nH+]1,4.8,None
O=C(O)CC1CCCCC1,4.27,None
O=C(O)CCCc1c[nH]c2ccccc12,4.82,None
CCC(=O)O,4.83,None
CCC(C)CC(=O)O,4.84,None
c1nnn[nH]1,4.84,None
N#CCCN(CCC#N)c1nnn[nH]1,4.85,None
O=C(O)CCC1CCC(O)CC1,4.86,None
c1ncc2[nH]nnc2n1,4.88,None
CC(C)(C)CCCC(=O)O,4.88,None
CNC(=O)CS(=O)(=O)NC(N)=O,4.89,None
O=C(O)CC1NC(=O)c2ccccc2O1,4.9,None
O=c1ccc(O)c(Br)cc1,4.9,None
Oc1c(Cl)c(Cl)cc(Cl)c1C[NH+]1CCOCC1,4.915,None
CCCCCCCCC=CCCCCCCCC(=O)O,4.95,None
C[Si](C)(C)CCCCC(=O)O,4.96,None
O=C(O)CCc1nnnn1-c1ccccc1,5,None
Oc1ccc[nH+]c1,5.01,None
O=CCCCC(=O)O,5.02,None
C[N+](C)(C)c1ccc(O)c([N+](=O)[O-])c1,5.03,None
CC(C)(C)C(=O)O,5.04,None
Oc1c(Cl)cc(Cl)c(Cl)c1C[NH+]1CCCCC1,5.06,None
CC(=O)c1ccc(O)c([N+](=O)[O-])c1,5.09,None
N#CC(=NO)C(N)=O,5.12,None
O=C(c1ccccc1)c1ccc([O-])[n+](O)c1,5.13,None
O=S(=O)(Cc1ccccc1)c1cnn[nH]1,5.15,None
C[NH+](C)Cc1cc(Cl)cc(C[NH+](C)C)c1O,5.2,None
CC1(C)CC(=O)CC(=O)C1,5.21,None
CC1c2cc(O)ccc2CC1CC(=O)O,5.3,None
CC(C[Si](C)(C)CCl)C(=O)O,5.32,None
COc1nc([N+](=O)[O-])n[nH]1,5.35,None
[O-]c1cc(O)nc[nH+]1,5.4,None
CC1(C)CC(=O)C(=NO)C(=O)C1,5.4,None
CC(O)=N[N+](C)(C)C,5.42,None
CC(=O)Nc1ccc(S(=O)(=O)Nc2nccc(C)n2)cc1,5.46,None
Sc1ccc(Cl)c(Cl)c1,5.48,None
Cc1cc([N+](=O)[O-])ccc1NN=C(C#N)C#N,5.5,None
C=CC(O)OCC(C)O,5.5,None
CC(C)c1nnn[nH]1,5.55,None
O=[N+]([O-])c1ccc(O)c(C[NH+]2CCOCC2)c1,5.61,None
O=c1cccc(O)cc1,5.64,None
Cc1c[nH]cc1C(=O)O,5.65,None
CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C,5.7,None
CC[NH+]1CCCC1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,5.75,None
C[NH+](C)Cc1cc([N+](=O)[O-])ccc1O,5.75,None
C[NH+](C)Cc1cc(F)cc(C[NH+](C)C)c1O,5.77,None
Nc1ccc(S(=O)(=O)Nc2cnc(Cl)nc2)cc1,5.8,None
CC(=O)NC1CONC1=O,5.8,None
C[n+]1ccc2cccc(O)c2c1,5.81,None
Cc1nc2c(n1C)C(=O)c1[nH]c(=O)[nH]c(=O)c1C2=O,5.82,None
O=C1COC(=O)N1,5.84,None
O=C1C=C(S(=O)(=O)[O-])c2cn[nH]c2C1=NO,5.85,None
CCc1c(-c2ccccc2)nn(C2CC[NH+](C)CC2)c1O,5.9,None
O=S(=O)(Nc1ncccn1)c1ccccc1,5.91,None
O=c1ccccc(Br)c1O,5.96,None
Cc1ccc(NN=C(C#N)C#N)c([N+](=O)[O-])c1,6,None
N#Cc1c(-c2nc3cc(Cl)ccc3o2)c(=O)oc2cc(O)ccc12,6,None
